2017-11-01 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-11-01 00:00:00,Close2017-11-01 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-11-01 00:00:00,LastSRUN,SRUN2017-11-01 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-10-31 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-10-31 00:00:00,0.5SIG2017-10-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-10-31 00:00:00,0.75SIG2017-10-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-10-31 00:00:00,1SIG2017-10-30 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15,Date,timestamp
PA,QPAZ7,998.15,20.195,0.01940458561,1.0,-1.0,1.0,-1.0,1.0,21.0,2017-10-02,2019.5,1.0,1.0,1.0,99815.0,1.0,0.01940458561,998.15,metal,1.0,1.0,2017-10-02,1.0,1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,1936.86871266,1936.86871266,1936.86871266,-1936.86871266,1936.86871266,-1936.86871266,1936.86871266,-1936.86871266,1936.86871266,-1936.86871266,1936.86871266,-1936.86871266,1936.86871266,1936.86871266,-1936.86871266,1936.86871266,1936.86871266,-1936.86871266,1936.86871266,-1936.86871266,1936.86871266,1936.86871266,-1936.86871266,1936.86871266,1936.86871266,0.0,1936.86871266,1936.86871266,-1936.86871266,0.0,0.0,-1936.86871266,0.0,1936.86871266,-1936.86871266,20171101,1509582052
PL,QPLF8,936.7,12.085,0.0185950413223,1.0,-1.0,1.0,-1.0,1.0,-12.0,2017-10-13,604.25,1.0,1.0,1.0,46835.0,1.0,0.0185950413223,936.7,metal,-1.0,1.0,2017-10-13,1.0,1.0,-13.0,-13.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,870.898760331,870.898760331,-870.898760331,870.898760331,-870.898760331,870.898760331,870.898760331,-870.898760331,-870.898760331,-870.898760331,870.898760331,-870.898760331,870.898760331,870.898760331,-870.898760331,870.898760331,870.898760331,-870.898760331,870.898760331,-870.898760331,870.898760331,870.898760331,870.898760331,870.898760331,870.898760331,870.898760331,-870.898760331,870.898760331,-870.898760331,0.0,0.0,870.898760331,-870.898760331,0.0,870.898760331,20171101,1509582052
RB,QRBZ7,1.741,0.037735457,0.0049062049062,1.0,1.0,1.0,1.0,-1.0,-21.0,2017-10-02,1584.889194,1.0,1.0,1.0,73122.0,1.0,0.0049062049062,1.741,energy,1.0,1.0,2017-10-02,-1.0,-1.0,-22.0,-22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,358.751515152,358.751515152,358.751515152,-358.751515152,358.751515152,-358.751515152,358.751515152,-358.751515152,358.751515152,358.751515152,358.751515152,358.751515152,-358.751515152,-358.751515152,-358.751515152,-358.751515152,-358.751515152,358.751515152,-358.751515152,358.751515152,-358.751515152,-358.751515152,-358.751515152,-358.751515152,-358.751515152,-358.751515152,358.751515152,358.751515152,358.751515152,358.751515152,0.0,-358.751515152,358.751515152,0.0,-358.751515152,20171101,1509582052
RR,@RRF8,11.505,0.2118797495,-0.00776196636481,-1.0,-1.0,1.0,-1.0,1.0,13.0,2017-10-12,423.759499,2.0,1.0,1.0,23010.0,1.0,-0.00776196636481,11.505,grain,1.0,-1.0,2017-10-12,1.0,1.0,14.0,14.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,20171101,1509582052
RS,@RSF8,521.1,4.232115385,0.00462695199537,1.0,-1.0,-1.0,-1.0,1.0,19.0,2017-10-03,65.7824727598,15.0,3.0,3.0,8099.79016088,1.2867,0.00462695199537,521.1,grain,1.0,-1.0,2017-10-03,1.0,1.0,20.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,20171101,1509582052
S,@SF8,991.25,10.3339599795,0.00660066006601,1.0,1.0,1.0,-1.0,1.0,-12.0,2017-10-13,516.697998975,1.0,1.0,1.0,49562.5,1.0,0.00660066006601,991.25,grain,1.0,-1.0,2017-10-13,1.0,1.0,-13.0,-13.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,-1.0,,0,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1,1,1.0,0,327.145214521,327.145214521,327.145214521,-327.145214521,327.145214521,-327.145214521,-327.145214521,327.145214521,327.145214521,327.145214521,327.145214521,-327.145214521,327.145214521,-327.145214521,-327.145214521,327.145214521,327.145214521,-327.145214521,327.145214521,-327.145214521,327.145214521,327.145214521,-327.145214521,327.145214521,327.145214521,0.0,327.145214521,327.145214521,-327.145214521,0.0,-327.145214521,-327.145214521,327.145214521,327.145214521,-327.145214521,20171101,1509582052
SB,@SBH8,14.61,0.3175,-0.00881953867028,-1.0,-1.0,-1.0,-1.0,1.0,-10.0,2017-10-17,355.6,2.0,1.0,1.0,16363.2,1.0,-0.00881953867028,14.61,soft,1.0,1.0,2017-10-17,-1.0,-1.0,-11.0,-11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,20171101,1509582052
SF,@SFZ7,0.9994,0.006325,-0.00567107750473,-1.0,-1.0,1.0,-1.0,-1.0,22.0,2017-09-29,790.625,1.0,1.0,1.0,124925.0,1.0,-0.00567107750473,0.9994,currency,1.0,1.0,2017-09-29,-1.0,-1.0,23.0,23.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-708.459357278,708.459357278,708.459357278,-708.459357278,-708.459357278,708.459357278,-708.459357278,708.459357278,-708.459357278,708.459357278,-708.459357278,708.459357278,-708.459357278,-708.459357278,708.459357278,708.459357278,708.459357278,-708.459357278,-708.459357278,708.459357278,708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-708.459357278,-0.0,-0.0,-708.459357278,20171101,1509582052
SI,QSIZ7,1717.6,28.855,0.0289342838315,1.0,-1.0,-1.0,-1.0,1.0,12.0,2017-10-13,1442.75,1.0,1.0,1.0,85880.0,1.0,0.0289342838315,1717.6,metal,-1.0,1.0,2017-10-13,1.0,1.0,13.0,13.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,2484.87629545,2484.87629545,-2484.87629545,2484.87629545,-2484.87629545,2484.87629545,2484.87629545,-2484.87629545,-2484.87629545,-2484.87629545,-2484.87629545,-2484.87629545,2484.87629545,2484.87629545,2484.87629545,2484.87629545,2484.87629545,-2484.87629545,2484.87629545,-2484.87629545,2484.87629545,2484.87629545,2484.87629545,2484.87629545,2484.87629545,2484.87629545,-2484.87629545,-2484.87629545,-2484.87629545,-2484.87629545,0.0,2484.87629545,-2484.87629545,0.0,2484.87629545,20171101,1509582052
SIN,INX7,10484.5,90.3948921565,0.0101647557568,1.0,-1.0,-1.0,-1.0,-1.0,14.0,2017-10-11,180.789784313,5.0,1.0,1.0,20969.0,1.0,0.0101647557568,10484.5,index,1.0,1.0,2017-10-25,-1.0,-1.0,-5.0,-5.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20171101,1509582052
SJB,BBZ7,150.44,0.122,-0.0003322479899,-1.0,1.0,-1.0,1.0,-1.0,-21.0,2017-10-02,106.895645317,9.0,2.0,2.0,131814.597389,114.13,-0.0003322479899,150.44,rates,-1.0,1.0,2017-10-02,-1.0,-1.0,-22.0,-22.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,20171101,1509582052
SM,@SMZ7,313.6,3.995,0.00577293136626,1.0,-1.0,1.0,-1.0,1.0,-12.0,2017-10-13,399.5,2.0,1.0,1.0,31360.0,1.0,0.00577293136626,313.6,grain,1.0,-1.0,2017-10-13,1.0,1.0,-13.0,-13.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,362.078255292,362.078255292,-362.078255292,362.078255292,362.078255292,-362.078255292,-362.078255292,362.078255292,362.078255292,-362.078255292,362.078255292,-362.078255292,362.078255292,362.078255292,-362.078255292,362.078255292,362.078255292,-362.078255292,362.078255292,-362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,362.078255292,-362.078255292,362.078255292,-362.078255292,20171101,1509582052
SMI,SWZ7,9254.0,66.45,0.00119008979768,1.0,1.0,-1.0,1.0,1.0,4.0,2017-10-25,662.512462612,1.0,1.0,1.0,92263.2103689,1.003,0.00119008979768,9254.0,index,1.0,1.0,2017-10-25,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,20171101,1509582052
SSG,SSX7,381.05,3.097766293,0.00554162818314,1.0,-1.0,-1.0,1.0,1.0,15.0,2017-10-10,455.219146657,2.0,1.0,1.0,55995.5914769,1.361,0.00554162818314,381.05,index,1.0,-1.0,2017-10-10,-1.0,-1.0,16.0,16.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,20171101,1509582052
STW,TWX7,408.1,2.96,0.0027027027027,1.0,1.0,-1.0,1.0,1.0,21.0,2017-10-02,296.0,3.0,1.0,1.0,40810.0,1.0,0.0027027027027,408.1,index,1.0,1.0,2017-10-02,1.0,1.0,22.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,20171101,1509582052
SXE,EXZ7,3695.0,26.0,0.00462207721588,1.0,1.0,-1.0,1.0,1.0,45.0,2017-08-29,302.12,3.0,1.0,1.0,42935.9,0.860585197935,0.00462207721588,3695.0,index,1.0,1.0,2017-10-09,1.0,1.0,17.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,20171101,1509582052
TF,@TFSZ7,1491.9,13.655,-0.00725312749534,-1.0,-1.0,1.0,-1.0,1.0,14.0,2017-10-11,1365.5,1.0,1.0,1.0,149190.0,1.0,-0.00725312749534,1491.9,index,1.0,1.0,2017-10-11,1.0,1.0,15.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,20171101,1509582052
TU,@TUZ7,107.6328125,0.06484375,-0.000435318871073,-1.0,-1.0,1.0,-1.0,-1.0,30.0,2017-09-19,129.6875,7.0,1.0,1.0,215265.625,1.0,-0.000435318871073,107.6328125,rates,-1.0,1.0,2017-09-19,-1.0,-1.0,31.0,31.0,-1.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,,2.0,7.0,-1.0,,2.0,7.0,-1.0,,0,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,0.0,1,-655.964321991,655.964321991,655.964321991,-655.964321991,655.964321991,-655.964321991,-655.964321991,655.964321991,655.964321991,655.964321991,-655.964321991,655.964321991,-655.964321991,-655.964321991,655.964321991,655.964321991,655.964321991,-655.964321991,655.964321991,-655.964321991,655.964321991,-655.964321991,-655.964321991,-655.964321991,-0.0,-655.964321991,-655.964321991,-655.964321991,-655.964321991,-655.964321991,-655.964321991,655.964321991,655.964321991,655.964321991,-655.964321991,20171101,1509582052
TY,@TYZ7,124.90625,0.38515625,-0.000250125062531,-1.0,1.0,-1.0,1.0,-1.0,19.0,2017-10-04,385.15625,2.0,1.0,1.0,124906.25,1.0,-0.000250125062531,124.90625,rates,-1.0,1.0,2017-10-04,-1.0,-1.0,20.0,20.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,-62.4843671836,62.4843671836,62.4843671836,-62.4843671836,62.4843671836,-62.4843671836,-62.4843671836,62.4843671836,62.4843671836,-62.4843671836,62.4843671836,-62.4843671836,62.4843671836,62.4843671836,-62.4843671836,62.4843671836,62.4843671836,-62.4843671836,62.4843671836,-62.4843671836,62.4843671836,62.4843671836,-62.4843671836,62.4843671836,62.4843671836,-0.0,62.4843671836,62.4843671836,-62.4843671836,-0.0,-0.0,-62.4843671836,-0.0,62.4843671836,-62.4843671836,20171101,1509582052
US,@USZ7,152.75,1.0046875,0.00184464029514,1.0,1.0,1.0,-1.0,-1.0,10.0,2017-10-17,1004.6875,1.0,1.0,1.0,152750.0,1.0,0.00184464029514,152.75,rates,-1.0,1.0,2017-10-26,1.0,1.0,4.0,4.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1.0,0.0,-1.0,-1.0,1.0,0.0,1,-1,-1.0,0,281.768805083,281.768805083,281.768805083,-281.768805083,-281.768805083,281.768805083,281.768805083,-281.768805083,-281.768805083,281.768805083,281.768805083,-281.768805083,281.768805083,-281.768805083,-281.768805083,-281.768805083,281.768805083,281.768805083,-281.768805083,281.768805083,281.768805083,-281.768805083,-281.768805083,-281.768805083,-281.768805083,0.0,281.768805083,-281.768805083,-281.768805083,0.0,-281.768805083,-281.768805083,281.768805083,0.0,281.768805083,20171101,1509582052
VX,@VXX7,11.375,0.5099199085,0.00886917960089,1.0,-1.0,-1.0,-1.0,-1.0,20.0,2017-10-03,509.9199085,1.0,1.0,1.0,11375.0,1.0,0.00886917960089,11.375,index,-1.0,-1.0,2017-10-03,-1.0,-1.0,21.0,21.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,1.0,-1.0,-1.0,-1.0,1,-1,-1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,20171101,1509582052
W,@WZ7,418.0,7.525,-0.00119474313023,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,2017-10-23,376.25,2.0,1.0,1.0,20900.0,1.0,-0.00119474313023,418.0,grain,1.0,1.0,2017-10-23,-1.0,-1.0,7.0,7.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-49.9402628435,49.9402628435,49.9402628435,-49.9402628435,-49.9402628435,49.9402628435,-49.9402628435,49.9402628435,-49.9402628435,49.9402628435,49.9402628435,49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,49.9402628435,49.9402628435,-49.9402628435,-49.9402628435,49.9402628435,49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-49.9402628435,-0.0,-0.0,-49.9402628435,20171101,1509582052
YA,APZ7,5929.0,43.85,0.00696331521739,1.0,-1.0,-1.0,-1.0,1.0,19.0,2017-10-04,841.70075,1.0,1.0,1.0,113807.155,1.30242250586,0.00696331521739,5929.0,index,1.0,-1.0,2017-10-04,-1.0,-1.0,20.0,20.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,20171101,1509582052
YB,HBSH8,98.26,0.0209990845,0.0,1.0,1.0,-1.0,1.0,-1.0,-40.0,2017-09-05,38.6954329898,25.0,6.0,6.0,181065.6672,1.30242250586,0.0,98.26,rates,-1.0,1.0,2017-09-05,-1.0,-1.0,-41.0,-41.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,20171101,1509582052
YM,@YMZ7,23372.0,111.1,0.00201500535906,1.0,1.0,-1.0,1.0,1.0,27.0,2017-09-22,555.5,1.0,1.0,1.0,116860.0,1.0,0.00201500535906,23372.0,index,1.0,1.0,2017-09-22,1.0,1.0,28.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,235.473526259,235.473526259,235.473526259,-235.473526259,235.473526259,-235.473526259,235.473526259,-235.473526259,235.473526259,235.473526259,-235.473526259,235.473526259,-235.473526259,-235.473526259,235.473526259,235.473526259,235.473526259,-235.473526259,235.473526259,-235.473526259,235.473526259,-235.473526259,-235.473526259,-235.473526259,0.0,-235.473526259,-235.473526259,-235.473526259,-235.473526259,-235.473526259,-235.473526259,235.473526259,235.473526259,235.473526259,-235.473526259,20171101,1509582052
YT2,HTSZ7,97.97,0.0445,-0.00030612244898,-1.0,1.0,-1.0,1.0,-1.0,-21.0,2017-10-02,95.66788,10.0,2.0,2.0,210619.8248,1.30242250586,-0.00030612244898,97.97,rates,-1.0,1.0,2017-10-02,1.0,1.0,-22.0,-22.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,20171101,1509582052
YT3,HXSZ7,97.275,0.05125,-0.000359675264618,-1.0,-1.0,-1.0,1.0,1.0,-29.0,2017-10-02,314.798,3.0,1.0,1.0,597501.96,1.30242250586,-0.000359675264618,97.275,rates,-1.0,1.0,2017-10-02,1.0,1.0,-30.0,-30.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,20171101,1509582052
